item_id,snapshot_date,precio,status
395,2020-12-27,442,inactive
396,2020-12-27,317,inactive
397,2020-12-27,347,inactive
398,2020-12-27,154,active
399,2020-12-27,216,active
400,2020-12-27,350,active
401,2020-12-27,253,active
402,2020-12-27,346,inactive
403,2020-12-27,627,inactive
404,2020-12-27,502,inactive
405,2020-12-27,565,active
406,2020-12-27,359,inactive
407,2020-12-27,667,active
408,2020-12-27,600,active
409,2020-12-27,619,inactive
410,2020-12-27,183,inactive
411,2020-12-27,938,inactive
412,2020-12-27,916,active
413,2020-12-27,648,active
414,2020-12-27,969,inactive
415,2020-12-27,623,active
416,2020-12-27,412,active
417,2020-12-27,180,active
418,2020-12-27,682,active
419,2020-12-27,369,active
420,2020-12-27,446,active
421,2020-12-27,144,active
422,2020-12-27,487,inactive
423,2020-12-27,705,inactive
424,2020-12-27,1000,active
425,2020-12-27,732,active
426,2020-12-27,404,inactive
427,2020-12-27,282,active
428,2020-12-27,691,active
429,2020-12-27,758,active
430,2020-12-27,544,inactive
431,2020-12-27,288,active
432,2020-12-27,221,inactive
433,2020-12-27,818,active
434,2020-12-27,812,inactive
435,2020-12-27,101,active
436,2020-12-27,121,inactive
437,2020-12-27,645,inactive
438,2020-12-27,766,active
439,2020-12-27,890,active
440,2020-12-27,308,inactive
441,2020-12-27,958,active
442,2020-12-27,887,inactive
443,2020-12-27,311,inactive
444,2020-12-27,647,inactive
445,2020-12-27,527,inactive
446,2020-12-27,260,inactive
447,2020-12-27,209,active
448,2020-12-27,312,inactive
449,2020-12-27,680,active
450,2020-12-27,143,inactive
451,2020-12-27,753,active
452,2020-12-27,887,active
453,2020-12-27,488,active
454,2020-12-27,679,active
455,2020-12-27,357,inactive
456,2020-12-27,257,active
457,2020-12-27,342,active
458,2020-12-27,482,active
459,2020-12-27,803,active
460,2020-12-27,466,active
461,2020-12-27,1002,active
462,2020-12-27,555,active
463,2020-12-27,277,inactive
464,2020-12-27,765,inactive
465,2020-12-27,305,inactive
466,2020-12-27,938,inactive
467,2020-12-27,702,inactive
468,2020-12-27,586,active
469,2020-12-27,910,inactive
470,2020-12-27,596,active
471,2020-12-27,270,inactive
472,2020-12-27,613,active
473,2020-12-27,261,active
474,2020-12-27,194,inactive
475,2020-12-27,470,inactive
476,2020-12-27,718,inactive
477,2020-12-27,726,active
478,2020-12-27,841,active
479,2020-12-27,717,active
480,2020-12-27,553,inactive
481,2020-12-27,313,inactive
482,2020-12-27,124,inactive
483,2020-12-27,877,inactive
484,2020-12-27,226,inactive
485,2020-12-27,309,inactive
486,2020-12-27,300,active
487,2020-12-27,368,active
488,2020-12-27,592,inactive
489,2020-12-27,824,inactive
490,2020-12-27,652,active
491,2020-12-27,175,active
492,2020-12-27,260,inactive
493,2020-12-27,735,active
494,2020-12-27,332,active
495,2020-12-27,824,active
496,2020-12-27,281,active
497,2020-12-27,158,inactive
498,2020-12-27,316,active
499,2020-12-27,588,inactive
500,2020-12-27,792,active
501,2020-12-27,607,active
502,2020-12-27,967,active
503,2020-12-27,839,active
504,2020-12-27,256,inactive
505,2020-12-27,589,active
506,2020-12-27,930,active
507,2020-12-27,902,active
508,2020-12-27,657,inactive
509,2020-12-27,872,inactive
510,2020-12-27,107,active
511,2020-12-27,816,inactive
512,2020-12-27,768,inactive
513,2020-12-27,557,active
514,2020-12-27,581,inactive
515,2020-12-27,515,active
516,2020-12-27,451,active
517,2020-12-27,225,inactive
518,2020-12-27,121,active
519,2020-12-27,967,inactive
520,2020-12-27,311,inactive
521,2020-12-27,217,inactive
522,2020-12-27,854,inactive
523,2020-12-27,225,active
524,2020-12-27,619,inactive
525,2020-12-27,652,active
526,2020-12-27,376,inactive
527,2020-12-27,287,active
528,2020-12-27,417,inactive
529,2020-12-27,547,active
530,2020-12-27,874,inactive
531,2020-12-27,915,inactive
532,2020-12-27,529,inactive
533,2020-12-27,724,inactive
534,2020-12-27,973,inactive
535,2020-12-27,1013,active
536,2020-12-27,539,inactive
537,2020-12-27,396,inactive
538,2020-12-27,517,inactive
539,2020-12-27,120,inactive
540,2020-12-27,268,active
541,2020-12-27,253,active
542,2020-12-27,584,active
543,2020-12-27,769,active
544,2020-12-27,889,active
545,2020-12-27,664,inactive
546,2020-12-27,610,active
547,2020-12-27,257,inactive
548,2020-12-27,367,inactive
549,2020-12-27,200,active
550,2020-12-27,482,active
551,2020-12-27,437,inactive
552,2020-12-27,196,inactive
553,2020-12-27,755,active
554,2020-12-27,981,active
555,2020-12-27,505,active
556,2020-12-27,688,inactive
557,2020-12-27,675,active
558,2020-12-27,595,inactive
559,2020-12-27,462,active
560,2020-12-27,904,inactive
561,2020-12-27,619,inactive
562,2020-12-27,1032,inactive
563,2020-12-27,802,inactive
564,2020-12-27,884,inactive
565,2020-12-27,352,active
566,2020-12-27,337,active
567,2020-12-27,266,active
568,2020-12-27,912,inactive
569,2020-12-27,570,inactive
570,2020-12-27,332,inactive
571,2020-12-27,524,active
572,2020-12-27,305,active
573,2020-12-27,709,inactive
574,2020-12-27,966,inactive
575,2020-12-27,1028,inactive
576,2020-12-27,475,active
577,2020-12-27,791,active
578,2020-12-27,650,active
579,2020-12-27,815,active
580,2020-12-27,723,inactive
581,2020-12-27,632,active
582,2020-12-27,619,inactive
583,2020-12-27,240,inactive
584,2020-12-27,284,active
585,2020-12-27,643,inactive
586,2020-12-27,330,inactive
587,2020-12-27,619,active
588,2020-12-27,776,active
589,2020-12-27,322,active
590,2020-12-27,811,inactive
591,2020-12-27,206,active
592,2020-12-27,477,inactive
593,2020-12-27,417,inactive
594,2020-12-27,797,inactive
595,2020-12-27,106,inactive
596,2020-12-27,435,active
597,2020-12-27,458,active
598,2020-12-27,791,active
599,2020-12-27,238,inactive
600,2020-12-27,486,inactive
601,2020-12-27,123,inactive
602,2020-12-27,397,inactive
603,2020-12-27,214,active
604,2020-12-27,240,active
605,2020-12-27,898,inactive
606,2020-12-27,755,inactive
607,2020-12-27,169,active
608,2020-12-27,396,inactive
609,2020-12-27,441,inactive
610,2020-12-27,799,inactive
611,2020-12-27,251,active
612,2020-12-27,489,inactive
613,2020-12-27,112,active
614,2020-12-27,154,inactive
615,2020-12-27,725,inactive
616,2020-12-27,215,active
617,2020-12-27,1000,active
618,2020-12-27,277,inactive
619,2020-12-27,624,active
620,2020-12-27,869,inactive
621,2020-12-27,785,active
622,2020-12-27,832,active
623,2020-12-27,661,inactive
624,2020-12-27,522,active
625,2020-12-27,573,inactive
626,2020-12-27,832,active
627,2020-12-27,607,inactive
628,2020-12-27,903,inactive
629,2020-12-27,743,inactive
630,2020-12-27,949,active
631,2020-12-27,667,active
632,2020-12-27,972,active
633,2020-12-27,411,inactive
634,2020-12-27,222,inactive
635,2020-12-27,931,inactive
636,2020-12-27,966,active
637,2020-12-27,739,inactive
638,2020-12-27,968,active
639,2020-12-27,644,active
640,2020-12-27,382,inactive
641,2020-12-27,113,active
642,2020-12-27,752,active
643,2020-12-27,535,inactive
644,2020-12-27,111,active
645,2020-12-27,935,inactive
646,2020-12-27,756,inactive
647,2020-12-27,167,active
648,2020-12-27,108,inactive
649,2020-12-27,690,inactive
650,2020-12-27,674,active
651,2020-12-27,644,active
652,2020-12-27,395,inactive
653,2020-12-27,530,active
654,2020-12-27,154,active
655,2020-12-27,941,inactive
656,2020-12-27,509,active
657,2020-12-27,554,inactive
658,2020-12-27,780,inactive
659,2020-12-27,959,inactive
660,2020-12-27,561,active
661,2020-12-27,231,active
662,2020-12-27,382,inactive
663,2020-12-27,483,active
664,2020-12-27,159,inactive
665,2020-12-27,378,inactive
666,2020-12-27,547,inactive
667,2020-12-27,675,active
668,2020-12-27,532,active
669,2020-12-27,445,inactive
670,2020-12-27,410,inactive
671,2020-12-27,578,inactive
672,2020-12-27,127,inactive
673,2020-12-27,593,active
674,2020-12-27,722,inactive
675,2020-12-27,572,inactive
676,2020-12-27,207,active
677,2020-12-27,185,active
678,2020-12-27,501,inactive
679,2020-12-27,237,inactive
680,2020-12-27,182,active
681,2020-12-27,682,active
682,2020-12-27,383,active
683,2020-12-27,710,active
684,2020-12-27,136,inactive
685,2020-12-27,101,inactive
686,2020-12-27,971,active
687,2020-12-27,150,active
688,2020-12-27,165,inactive
689,2020-12-27,107,active
690,2020-12-27,558,inactive
691,2020-12-27,516,inactive
692,2020-12-27,850,active
693,2020-12-27,248,active
694,2020-12-27,820,inactive
695,2020-12-27,536,active
696,2020-12-27,228,active
697,2020-12-27,853,inactive
698,2020-12-27,435,inactive
699,2020-12-27,408,active
700,2020-12-27,949,active
701,2020-12-27,473,inactive
702,2020-12-27,914,active
703,2020-12-27,981,inactive
704,2020-12-27,802,inactive
705,2020-12-27,451,active
706,2020-12-27,866,active
707,2020-12-27,193,inactive
708,2020-12-27,799,active
709,2020-12-27,218,active
710,2020-12-27,362,active
711,2020-12-27,550,active
712,2020-12-27,799,active
713,2020-12-27,405,inactive
714,2020-12-27,607,inactive
715,2020-12-27,265,inactive
716,2020-12-27,848,inactive
717,2020-12-27,1007,inactive
718,2020-12-27,852,active
719,2020-12-27,457,active
720,2020-12-27,765,active
721,2020-12-27,658,active
722,2020-12-27,392,inactive
723,2020-12-27,967,active
724,2020-12-27,659,active
725,2020-12-27,337,active
726,2020-12-27,708,active
727,2020-12-27,373,inactive
728,2020-12-27,455,inactive
729,2020-12-27,156,active
730,2020-12-27,749,inactive
731,2020-12-27,538,inactive
732,2020-12-27,352,inactive
733,2020-12-27,317,inactive
734,2020-12-27,365,inactive
735,2020-12-27,136,active
736,2020-12-27,801,active
737,2020-12-27,166,inactive
738,2020-12-27,343,inactive
739,2020-12-27,591,active
740,2020-12-27,490,inactive
741,2020-12-27,829,inactive
742,2020-12-27,577,inactive
743,2020-12-27,449,active
744,2020-12-27,436,active
745,2020-12-27,558,inactive
746,2020-12-27,973,active
747,2020-12-27,407,inactive
748,2020-12-27,201,inactive
749,2020-12-27,904,active
750,2020-12-27,489,inactive
751,2020-12-27,853,inactive
752,2020-12-27,661,active
753,2020-12-27,589,inactive
754,2020-12-27,189,active
755,2020-12-27,535,active
756,2020-12-27,753,inactive
757,2020-12-27,655,active
758,2020-12-27,709,inactive
759,2020-12-27,862,active
760,2020-12-27,313,active
761,2020-12-27,211,inactive
762,2020-12-27,115,active
763,2020-12-27,952,inactive
764,2020-12-27,306,active
765,2020-12-27,533,active
766,2020-12-27,466,active
767,2020-12-27,635,inactive
768,2020-12-27,373,active
769,2020-12-27,594,inactive
770,2020-12-27,360,active
771,2020-12-27,980,active
772,2020-12-27,281,active
773,2020-12-27,710,active
774,2020-12-27,956,active
775,2020-12-27,488,active
776,2020-12-27,244,inactive
777,2020-12-27,589,active
778,2020-12-27,423,active
779,2020-12-27,792,inactive
780,2020-12-27,537,inactive
781,2020-12-27,670,active
782,2020-12-27,564,active
783,2020-12-27,279,inactive
784,2020-12-27,262,inactive
785,2020-12-27,647,active
786,2020-12-27,347,active
787,2020-12-27,543,active
788,2020-12-27,700,active
789,2020-12-27,833,active
790,2020-12-27,217,inactive
791,2020-12-27,986,inactive
792,2020-12-27,358,inactive
793,2020-12-27,283,inactive
794,2020-12-27,163,inactive
795,2020-12-27,100,active
796,2020-12-27,698,inactive
797,2020-12-27,283,inactive
798,2020-12-27,267,active
799,2020-12-27,115,active
800,2020-12-27,131,active
801,2020-12-27,860,inactive
802,2020-12-27,247,inactive
803,2020-12-27,709,inactive
804,2020-12-27,557,active
805,2020-12-27,458,inactive
806,2020-12-27,406,active
807,2020-12-27,192,active
808,2020-12-27,981,active
809,2020-12-27,773,inactive
810,2020-12-27,929,active
811,2020-12-27,919,inactive
812,2020-12-27,383,active
813,2020-12-27,230,inactive
814,2020-12-27,656,active
815,2020-12-27,1000,active
816,2020-12-27,500,inactive
817,2020-12-27,661,inactive
818,2020-12-27,640,active
819,2020-12-27,646,active
820,2020-12-27,562,inactive
821,2020-12-27,546,inactive
822,2020-12-27,1020,inactive
823,2020-12-27,553,inactive
824,2020-12-27,600,active
825,2020-12-27,489,active
826,2020-12-27,120,active
827,2020-12-27,993,inactive
828,2020-12-27,660,active
829,2020-12-27,580,inactive
830,2020-12-27,508,active
831,2020-12-27,219,active
832,2020-12-27,149,inactive
833,2020-12-27,480,inactive
834,2020-12-27,991,active
835,2020-12-27,774,inactive
836,2020-12-27,137,active
837,2020-12-27,519,active
838,2020-12-27,586,inactive
839,2020-12-27,981,inactive
840,2020-12-27,258,inactive
841,2020-12-27,425,active
842,2020-12-27,406,active
843,2020-12-27,802,inactive
844,2020-12-27,467,active
845,2020-12-27,664,active
846,2020-12-27,979,active
847,2020-12-27,725,active
848,2020-12-27,888,inactive
849,2020-12-27,395,inactive
850,2020-12-27,140,active
851,2020-12-27,816,active
852,2020-12-27,508,inactive
853,2020-12-27,297,inactive
854,2020-12-27,713,inactive
855,2020-12-27,780,inactive
856,2020-12-27,716,inactive
857,2020-12-27,509,inactive
858,2020-12-27,455,inactive
859,2020-12-27,335,inactive
860,2020-12-27,831,active
861,2020-12-27,371,inactive
862,2020-12-27,631,inactive
863,2020-12-27,674,active
864,2020-12-27,824,inactive
865,2020-12-27,369,active
866,2020-12-27,744,active
867,2020-12-27,821,active
868,2020-12-27,414,active
869,2020-12-27,804,active
870,2020-12-27,486,inactive
871,2020-12-27,188,inactive
872,2020-12-27,148,active
873,2020-12-27,124,inactive
874,2020-12-27,605,inactive
875,2020-12-27,246,inactive
876,2020-12-27,209,active
877,2020-12-27,466,inactive
878,2020-12-27,119,inactive
879,2020-12-27,320,inactive
880,2020-12-27,255,active
881,2020-12-27,184,inactive
882,2020-12-27,900,active
883,2020-12-27,194,inactive
884,2020-12-27,165,inactive
885,2020-12-27,685,inactive
886,2020-12-27,636,active
887,2020-12-27,562,active
888,2020-12-27,261,active
889,2020-12-27,516,active
890,2020-12-27,486,inactive
891,2020-12-27,165,active
892,2020-12-27,575,active
893,2020-12-27,143,inactive
894,2020-12-27,857,active
895,2020-12-27,814,active
896,2020-12-27,347,inactive
897,2020-12-27,682,inactive
898,2020-12-27,101,active
899,2020-12-27,746,inactive
900,2020-12-27,865,active
901,2020-12-27,655,active
902,2020-12-27,920,inactive
903,2020-12-27,628,active
904,2020-12-27,466,active
905,2020-12-27,610,active
906,2020-12-27,322,inactive
907,2020-12-27,457,inactive
908,2020-12-27,246,active
909,2020-12-27,439,active
910,2020-12-27,730,active
911,2020-12-27,835,inactive
912,2020-12-27,870,inactive
913,2020-12-27,192,inactive
914,2020-12-27,235,active
915,2020-12-27,462,active
916,2020-12-27,106,active
917,2020-12-27,614,inactive
918,2020-12-27,510,active
919,2020-12-27,710,inactive
920,2020-12-27,479,active
921,2020-12-27,723,inactive
922,2020-12-27,264,active
923,2020-12-27,834,active
924,2020-12-27,505,inactive
925,2020-12-27,586,inactive
926,2020-12-27,719,active
927,2020-12-27,759,inactive
928,2020-12-27,215,active
929,2020-12-27,703,inactive
930,2020-12-27,252,inactive
931,2020-12-27,274,active
932,2020-12-27,342,active
933,2020-12-27,443,inactive
934,2020-12-27,649,active
935,2020-12-27,625,active
936,2020-12-27,922,inactive
937,2020-12-27,516,active
938,2020-12-27,877,inactive
939,2020-12-27,278,active
940,2020-12-27,764,active
941,2020-12-27,514,inactive
942,2020-12-27,185,active
943,2020-12-27,440,inactive
944,2020-12-27,587,inactive
945,2020-12-27,575,active
946,2020-12-27,164,inactive
947,2020-12-27,758,inactive
948,2020-12-27,291,inactive
949,2020-12-27,741,inactive
950,2020-12-27,497,inactive
951,2020-12-27,207,inactive
952,2020-12-27,398,inactive
953,2020-12-27,749,inactive
954,2020-12-27,378,active
955,2020-12-27,821,inactive
956,2020-12-27,428,active
957,2020-12-27,716,active
958,2020-12-27,900,inactive
959,2020-12-27,807,active
960,2020-12-27,875,inactive
961,2020-12-27,204,active
962,2020-12-27,454,active
963,2020-12-27,736,inactive
964,2020-12-27,556,inactive
965,2020-12-27,981,active
966,2020-12-27,961,inactive
967,2020-12-27,877,inactive
968,2020-12-27,564,active
969,2020-12-27,702,active
970,2020-12-27,1046,active
971,2020-12-27,234,active
972,2020-12-27,915,active
973,2020-12-27,785,inactive
974,2020-12-27,121,active
975,2020-12-27,413,inactive
976,2020-12-27,395,inactive
977,2020-12-27,845,active
978,2020-12-27,558,active
979,2020-12-27,781,active
980,2020-12-27,448,active
981,2020-12-27,680,inactive
982,2020-12-27,642,active
983,2020-12-27,451,active
984,2020-12-27,476,inactive
985,2020-12-27,407,active
986,2020-12-27,885,inactive
987,2020-12-27,593,inactive
988,2020-12-27,395,inactive
989,2020-12-27,266,active
990,2020-12-27,297,active
991,2020-12-27,329,inactive
992,2020-12-27,120,active
993,2020-12-27,520,inactive
994,2020-12-27,763,inactive
995,2020-12-27,549,inactive
996,2020-12-27,673,inactive
